"01","48117","01","136.1(A)(2)","PC","ATT PRVNT/DISUADE VIC/WIT","*","F","","","046300","19980101","99999999","*"
"01","48064","01","136.1(B)(1)","PC","INTIM WIT/VICT FR/RPRT","","M","","","097410","19810101","99999999","*"
"01","48118","01","136.1(B)(1)","PC","ATT PRVNT/ETC VIC/ETC:RPT","*","F","","","046300","19980101","99999999","*"
"01","48065","01","136.1(B)(2)","PC","INTIM WIT/VICT FROM PROS","","M","","","097410","19810101","99999999","*"
"01","48119","01","136.1(B)(2)","PC","ATT STOP VIC/ETC:PROSCUTE","*","F","","","046300","19980101","99999999","*"
"01","48066","01","136.1(B)(3)","PC","INTIM WIT/VICT FR SEK ARR","","M","","","097410","19810101","99999999","*"
"01","48120","01","136.1(B)(3)","PC","ATT STOP VIC/ETC:SEK ARST","*","F","","","046300","19980101","99999999","*"
"01","48058","01","136.1(C)(1)","PC","INTIMIDATE WIT/VICT","","F","","","019700","19810101","99999999","*"
"01","48067","01","136.1(C)(2)","PC","INTIMIDATE WIT/VICT","","F","","","019700","19810101","99999999","*"
"01","48068","01","136.1(C)(3)","PC","INTIM WIT/VICT:PR CONV","","F","","","019700","19810101","99999999","*"
"01","48069","01","136.1(C)(4)","PC","INTIMIDATE WIT/VICT","","F","","","019700","19810101","99999999","*"
"01","48137","01","136.2(A)(7)(B)2","PC","POSSES F/ARM:VIOL P/ORDER","","M","","","091535","19810101","99999999","*"
"01","52153","01","136.5","PC","C/D/WPN:INT:INTIM WIT/VIC","","F","","","069200","19830101","99999999","*"
"01","48045","01","136.7","PC","PRIS GIV PRIS WIT/ETC INF","","F","","","069400","19880101","99999999","*"
"01","51032","01","137(A)","PC","INFLUENCE TESTIMONY:BRIBE","","F","","","034600","19780101","99999999","*"
"01","51033","01","137(B)","PC","GET FLSE TESTMONY:FRC/ETC","","F","","","019500","19780101","99999999","*"
"01","51034","01","137(C)","PC","UNLAW INFLU OF TESTIMONY","","M","","","123900","19780101","99999999","*"
"01","51040","01","138(A)","PC","BRIBE WITNESS","","F","","","034700","19870101","99999999","*"
"01","51039","01","138(B)","PC","WITNESS RECEIVE BRIBE","","F","","","034700","19910101","99999999","*"
"01","48082","01","139(A)","PC","FELN THRT FRC/ETC:WIT/ETC","","F","","","022510","19860101","99999999","*"
"01","48126","01","140(A)","PC","THRET FORCE/ETC:WIT/VICT","","F","","","022512","19990101","99999999","*"
"01","48127","01","140(A)","PC","THREAT FORCE/ETC WIT/VICT","*","M","","","103400","19990101","99999999","*"
"01","48133","01","141(A)","PC","ALT EVID WIT CHRG W/CRIME","","M","","","150200","20010101","99999999","*"
"01","48134","01","141(B)","PC","PO ALT/ETC PHYS MATTER WI","","F","","","014790","20010101","99999999","*"
"01","48070","01","142(A)","PC","PO REFUSE TO ARREST","","F","","","072400","19800101","99999999","*"
"01","56004","01","145","PC","DELAY TAKING BEFORE JUDGE","","M","","","150400","18720101","99999999","*"
"01","44045","01","146(A)","PC","MAKE ARREST/ETC W/O AUTH","","M","NOA","","142100","19910101","99999999","*"
"01","44047","01","146A(A)","PC","IMPERSON STATE DEPUTY/ETC","","M","","","142300","19940101","99999999","*"
"01","44046","01","146A(B)","PC","IMP PUB OFCR/ETC:ARST/ETC","","F","","","072912","19940101","99999999","*"
"01","44072","01","146A(B)(2)","PC","IMP PUB OFCR/ETC:INTIMIDA","","M","","","091650","19940101","99999999","*"
"01","44005","01","146B","PC","REQ/ETC INFO GUIS GOV ENT","","M","","","142400","19590918","99999999","*"
"01","26006","01","146C","PC","ILLEGAL USE PO/ETC NAME","","M","","","142500","19630920","99999999","*"
"01","50011","01","146D","PC","SEL/ETC BAGE/ETC:FAV TRET","","M","","","142600","19630920","99999999","*"
"02","48090","01","146E","PC","DISCL PO/ETC ADR PH/NBR","","M","","","142700","19920101","99999999","*"
"01","48043","01","146E(A)","PC","DISCLS/ETC PO/ETC ADR/ETC","","M","","","142700","19950101","99999999","*"
"01","48044","01","146E(B)","PC","GIVE PO/ETC ADR/ETC:B/INJ","","F","","","023820","19950101","99999999","*"
"01","48141","01","146G(A)(1)","PC","PO/ETC DISCLOSE INFO","","M","","","168200","20080101","99999999","*"
"01","48142","01","146G(A)(2)","PC","PO/ETC SOLICITS:EXCH INFO","","M","","","168200","20080101","99999999","*"
"01","48143","01","146G(C)(1)","PC","PO/ETC SOLICIT:SELL PHOTO","","M","","","168200","20080101","99999999","*"
"01","56006","01","147","PC","INHUMANITY TO PRISONERS","","M","","","173800","18720101","99999999","*"
"01","48122","01","148(A)(1)","PC","OBSTRUCT/ETC PUB OFCR/ETC","","M","","","089500","19980101","99999999","*"
"01","48132","01","148(A)(2)","PC","OBSTR/ETC PUB OFC:RADIO","","M","","","097700","19980101","99999999","*"
"01","48087","01","148(B)","PC","TAKE NON-FIREARM FROM PO","","F","","","041100","19900101","99999999","*"
"01","48123","01","148(B)","PC","TAKE PO/ETC WPN:NON-F/ARM","*","M","","","089500","19900101","99999999","*"
"01","48091","01","148(C)","PC","TAKE F/ARM FROM PO:SC","","F","","","023700","19900101","99999999","*"
"01","48085","01","148(D)","PC","ATT RMV/ETC F/ARM:PO/ETC","","F","","","041100","19900101","99999999","*"
"01","48124","01","148(D)","PC","ATT REM/ETC PO/ETC F/ARM","*","M","","","089500","19900101","99999999","*"
"01","48092","01","148(D)(1)","PC","ATT RMV 'PO' F/ARM:S/CIRC","","F","","","041100","19900101","99999999","*"
"01","53081","01","148.1(A)","PC","FALSE BOMB/ETC REP:PO/ETC","","F","","","042100","19720304","99999999","*"
"01","53129","01","148.1(A)","PC","FALSE BOMB/ETC RPT:PO/ETC","*","M","","","090900","19720304","99999999","*"
"01","53102","01","148.1(B)","PC","FALSE BOMB RPRT TO PO","","F","","","042100","19850101","99999999","*"
"01","53103","01","148.1(C)","PC","FALSE BOMB REPORT","","F","","","042100","19850101","99999999","*"
"01","52164","01","148.1(D)","PC","GIVE/PLACE/ETC FALSE BOMB","","F","","","042100","19850101","99999999","*"
"01","48089","01","148.10(A)","PC","RESIST PO:CAUSE DEATH/SBI","","F","","","022505","19910101","99999999","*"
"01","48138","01","148.10(A)","PC","RESIST PO:CAUSE DEATH/SBI","*","M","","","089500","19910101","99999999","*"
"01","48028","01","148.2.1","PC","INTRFER/ETC:FIREMAN/RESCR","","M","","","102100","19660418","99999999","*"
"01","48029","01","148.2.2","PC","DISOBEY ORDR OF F/MAN/ETC","","M","","","102100","19660418","99999999","*"
"01","48030","01","148.2.3","PC","DLAY/PRVNT FIRE EXTNGUISH","","M","","","102100","19660418","99999999","*"
"01","48031","01","148.2.4","PC","PREVENT FIRE ASSISTANCE","","M","","","102100","19660418","99999999","*"
"01","53059","01","148.3(A)","PC","FALSE REPORT EMERGENCY","","M","","","091100","19671108","99999999","*"
"01","53060","01","148.3(B)","PC","FALSE RPT EMERG:GBI/DEATH","","F","","","038600","19671108","99999999","*"
"01","53116","01","148.4(A)(1)","PC","TAMPER/ETC W/FIREALRM/ETC","","M","","","090900","19910101","99999999","*"
"01","53086","01","148.4(A)(2)","PC","SEND/ETC FALSE FIRE ALARM","","M","","","090900","19910101","99999999","*"
"01","53119","01","148.4(B)(1)","PC","FALSE FIRE ALARM:GBI","","F","","","039500","19910101","99999999","*"
"01","53120","01","148.4(B)(2)","PC","FALSE FIRE ALARM:DEATH","","F","","","039500","19910101","99999999","*"
"01","53104","01","148.5(A)","PC","FALSE CRIME:TO SPEC PO'S","","M","","","150600","19850101","99999999","*"
"01","53105","01","148.5(B)","PC","FALS RPT CRIME:SPEC PO","","M","","","150600","19850101","99999999","*"
"01","53110","01","148.5(C)","PC","FLS RPT CRIME:LAW ENF EMP","","M","","","150600","19870101","99999999","*"
"01","53126","01","148.5(D)","PC","FLS RPT CRIME:GRAND JURY","","M","","","150600","19910101","99999999","*"
"01","48099","01","148.6(A)(1)","PC","FALSE ALEGE:PO MISCONDUCT","","M","","","141905","19970101","99999999","*"
"01","48100","01","148.6(B)","PC","FALSE CLAIM/LEIN AGNST PO","","M","","","141905","19970101","99999999","*"
"01","44006","01","148.7","PC","IMPRSNATE:SRV OTHRS SENT","","M","","","146300","19630920","99999999","*"
"01","48077","01","148.9(A)","PC","FALSE ID TO SPECIFIC PO'S","","M","","","141900","19850101","99999999","*"
"01","48079","01","148.9(B)","PC","FALSE ID TO SPECIFIC PO","","M","","","141900","19850101","99999999","*"
"01","13004","01","149","PC","ASSAULT BY PUBLIC OFFICER","","F","","","040000","18720101","99999999","*"
"01","13221","01","149","PC","ASSAULT BY PUBLIC OFFICER","*","M","","","090100","20111001","99999999","*"
"01","48015","01","150","PC","REFUSE TO AID OFFICER","","M","","","175900","18720101","99999999","*"
"01","09134","01","151(A)(1)","PC","ADVOCATE INJ PO W/O INJ","","M","","","102300","19720304","99999999","*"
"01","09135","01","151(A)(2)","PC","ADVOCAT KILL/INJ PO W/INJ","","F","","","023800","19720304","99999999","*"
"01","66123","01","152(A)","PC","CONCL/ETC ACCIDENTL DEATH","","M","","","096600","20000101","99999999","*"
"01","50145","01","152.3(D)","PC","FAIL RPT CRIM AGST CHILD","","M","","","125000","20010101","99999999","*"
"01","48016","01","153","PC","COMP/CNCEL CRIM:TAK $/ETC","*","M","","","150100","18720101","99999999","*"
"01","48041","01","153","PC","COMP/CNCEL CRIM:FOR $/ETC","","F","","","072600","18720101","99999999","*"
"01","26339","01","154(A)","PC","DBTR HID/ETC PROP:DEF/ETC","","M","","","100300","19910101","99999999","*"
"01","26340","01","154(B)","PC","DBTR HID/ETC PROP:DEF/ETC","","F","","","027000","19910101","99999999","*"
"01","26341","01","155(A)","PC","DEFN HID/ETC PROP:DEF/ETC","","M","","","100200","19910101","99999999","*"
"01","26342","01","155(B)","PC","DEFN HID/ETC PROP:DEF/ETC","","F","","","027100","19910101","99999999","*"
"01","26546","01","155.5(B)","PC","SELL/ETC PROP:AVOID RESTI","","F","","","027100","19870101","99999999","*"
"01","26009","01","156","PC","MISREP CHILD TO INHERIT","","F","","","016900","18720101","99999999","*"
"01","26010","01","157","PC","SUB ONE CHILD FOR ANOTHER","","F","","","018300","18720101","99999999","*"
"01","50012","01","158","PC","COMMON BARRATRY","","M","","","106000","18720101","99999999","*"
"01","31247","01","160(A)","PC","BAIL SRVS:SOLICITATION","","M","","","148860","20050101","99999999","*"
"01","51021","01","165","PC","BRIBE PUBLIC OFFICIAL","","F","","","019100","19050101","99999999","*"
"01","50103","01","166(A)(1)","PC","CNTMPT:CRT:DISRD/ETC BEHV","","M","","","141000","19940101","99999999","*"
"01","50187","01","166(A)(10)","PC","CONTEMPT:VIOL GANG INJUNC","","M","","","141000","20120101","99999999","*"
"01","50104","01","166(A)(2)","PC","CONTEMPT:PRESENCE OF JURY","","M","","","141000","19940101","99999999","*"
"01","50105","01","166(A)(3)","PC","CONTEMPT:BREACH OF PEACE","","M","","","141000","19940101","99999999","*"
"01","50106","01","166(A)(4)","PC","CONTEMPT:DISOBEY CRT ORDR","","M","","","096410","19940101","99999999","*"
"01","50107","01","166(A)(5)","PC","CONTEMPT:RESIST ORDER/ETC","","M","","","141000","19940101","99999999","*"
"02","50108","01","166(A)(6)","PC","CONTEMPT:REFUSE TO SWEAR","","M","","","141000","19940101","20111231","*"
"01","50183","01","166(A)(6)","PC","CONTEMPT:JUROR DISOBEY","","M","","","141000","20120101","99999999","*"
"02","50109","01","166(A)(7)","PC","CONTEMPT:PUB FLS/ETC RPT","","M","","","141000","19940101","20111231","*"
"01","50184","01","166(A)(7)","PC","CONTEMPT:REFUSE TO SWEAR","","M","","","141000","20120101","99999999","*"
"02","50110","01","166(A)(8)","PC","CONTEMPT:INFLUENCE SENT","","M","","","141000","19940101","20111231","*"
"01","50185","01","166(A)(8)","PC","CONTEMPT:PUB FLS/ETC RPT","","M","","","141000","20120101","99999999","*"
"02","50174","01","166(A)(9)","PC","CONTEMPT:VIOL GANG INJUNC","","M","","","141000","20110101","20111231","*"
"01","50186","01","166(A)(9)","PC","CONTEMPT:INFLUENCE SENT","","M","","","141000","20120101","99999999","*"
"01","50166","01","166(B)(1)","PC","CNTEMPT OF COURT:PR 646.9","","M","","","096410","18000101","99999999","*"
"01","50112","01","166(C)(1)","PC","CONTEMPT:VIOL PROTECT ORD","","M","","","096410","19940101","99999999","*"
"01","50124","01","166(C)(4)","PC","VIO PROT ORD:DOMSTIC W/PR","","F","","","048400","19940101","99999999","*"
"01","50125","01","166(C)(4)","PC","VIO PROT ORDER:DOMES:W/PR","*","M","","","096410","19940101","99999999","*"
"01","50150","01","166(D)(1)","PC","VIO PROT ORD:W/FIREARM","*","M","","","096410","19940101","99999999","*"
"01","50151","01","166(D)(1)","PC","VIO PROT ORD:W/FIREARM","","F","","","048400","19940101","99999999","*"
"01","50022","01","167","PC","RECORD JURY DELIBERATION","","M","","","142800","19570911","99999999","*"
"01","50094","01","168(A)","PC","DISCL WARR INFO PR EXECUT","","F","","","072500","19870101","99999999","*"
"01","50024","01","169","PC","PICKT COURTHSE IMPDE JUST","","M","","","143000","19700918","99999999","*"
"01","57004","01","170","PC","OBTAIN WARRANT W/O CAUSE","","M","","","143200","18720101","99999999","*"
"01","48017","01","171","PC","COMMUN W/REFORM INMATE","","M","","","143300","18720101","99999999","*"
"01","52349","01","171.5(C)(1)","PC","POS IN AIRPORT:FIREARM","","M","","","120400","20030101","99999999","*"
"01","52358","01","171.5(C)(10)","PC","POS IN AIRPORT:STUN GUN","","M","","","122000","20030101","99999999","*"
"01","52359","01","171.5(C)(11)","PC","POS AIRPORT:PROJECTLE WPN","","M","","","121800","20030101","99999999","*"
"01","52360","01","171.5(C)(12)","PC","POS IN AIRPORT:AMMUNITION","","M","","","119910","20030101","99999999","*"
"01","52350","01","171.5(C)(2)","PC","POSSESS IN AIRPORT:KNIFE","","M","","","120600","20030101","99999999","*"
"01","52351","01","171.5(C)(3)","PC","POS IN AIRPORT:BOX CUTTER","","M","","","120600","20030101","99999999","*"
"01","52352","01","171.5(C)(4)","PC","POS IN AIRPRT:HND GRENADE","","M","","","146000","20030101","99999999","*"
"01","52353","01","171.5(C)(5)","PC","POS AIRPRT:RPLCA GRENADE","","M","","","146100","20030101","99999999","*"
"01","52354","01","171.5(C)(6)","PC","POS AIRPRT:PLSTIC GRENADE","","M","","","146000","20030101","99999999","*"
"01","52355","01","171.5(C)(7)","PC","POS AIRPRT:REPLICA F/ARM","","M","","","146100","20030101","99999999","*"
"01","52356","01","171.5(C)(8)","PC","POS AIRPRT:FRAME OF F/ARM","","M","","","121800","20030101","99999999","*"
"01","52357","01","171.5(C)(9)","PC","POS AIRPRT:TEAR GAS WPN","","M","","","146000","20030101","99999999","*"
"01","52245","01","171B(A)(1)","PC","POS/ETC F/ARM:PUB BLD/ETC","","F","","","064300","19940101","99999999","*"
"01","52227","01","171B(A)(2)","PC","POS/ETC D/WPN:PUB BLD/ETC","","F","","","064300","19940101","99999999","*"
"01","52649","01","171B(A)(2)","PC","POSS DEADLY WPN:PUB BLDG","*","M","","","100600","20120101","99999999","*"
"01","52246","01","171B(A)(3)","PC","POS/ETC KNIFE:PUB BLD/ETC","","F","","","064300","19940101","99999999","*"
"01","52311","01","171B(A)(4)","PC","POSS/ETC TEARGAS:PUB BLDG","","F","","","064300","19960101","99999999","*"
"01","52312","01","171B(A)(4)","PC","POSS/ETC TEARGAS:PUB BLDG","*","M","","","100600","19960101","99999999","*"
"01","52304","01","171B(A)(5)","PC","POS/ETC TASER/STUNGUN:BLD","","F","","","064300","19960101","99999999","*"
"01","52305","01","171B(A)(5)","PC","POS/ETC TAZER/STUNGUN:BLD","*","M","","","100600","19960101","99999999","*"
"01","52418","01","171B(A)(6)","PC","POSS/ETC BB/PELLET:PUBBLD","","F","","","064300","19960101","99999999","*"
"01","52419","01","171B(A)(6)","PC","POSS/ETC BB/PELLET:PUBBLD","*","M","","","100600","19960101","99999999","*"
"01","52149","01","171C","PC","LOAD F/ARM:STATE CAP/ETC","","F","","","064000","19670728","99999999","*"
"01","52383","01","171D(A)","PC","LOADED GUN:ST OFCR RESDNC","","F","","","064100","19670728","99999999","*"
"01","52384","01","171D(A)","PC","LOADED GUN:ST OFCR RESDNC","*","M","","","091540","19670728","99999999","*"
"01","52385","01","171D(B)","PC","LOADED GUN:ST OFCR RES GR","","F","","","064100","19670728","99999999","*"
"01","52386","01","171D(B)","PC","LOADED GUN:ST OFCR RES GR","*","M","","","091540","19670728","99999999","*"
"02","52145","01","171D.1","PC","LOADED GUN ST OFF RESIDNC","","F","","","064100","19670728","20061230","*"
"02","52146","01","171D.2","PC","LOADED GUN ST OFF RES GRD","","F","","","064100","19670728","20061230","*"
"01","53012","01","171F.1","PC","REMAIN IN LEGIS CHAMBER","","M","","","134300","19691110","99999999","*"
"01","53013","01","171F.2","PC","DISRUPT STATE CAPITOL BUS","","M","","","128800","19691110","99999999","*"
"01","41004","01","172A","PC","SELL LIQ NEAR UNIVERSITY","","M","","","138900","19090101","99999999","*"
"01","41005","01","172B.1","PC","SELL LIQUOR NEAR UCLA","","M","","","082800","19510922","99999999","*"
"01","41006","01","172D.1","PC","SELL LIQ NEAR UC RIVERSDE","","M","","","082900","19530909","99999999","*"
"01","41007","01","172G.1","PC","SELL LIQ NR CRTN COLL/UNV","","M","","","082750","19630920","99999999","*"
"01","41009","01","172L","PC","SELL LIQ NR CLAREMNT COLL","","M","","","083200","19691110","99999999","*"
"01","03004","01","173","PC","IMPORT FOREIGN CONVICTS","","M","","","143400","18720101","99999999","*"
"01","56007","01","181","PC","INFRINGE PERSONAL LIBERTY","","F","","","021200","19010101","99999999","*"
"01","46028","01","182(A)(1)","PC","CONSPIRACY:COMMIT CRIME","","F","","","077300","19900101","99999999","*"
"01","46038","01","182(A)(1)","PC","CONSPIRACY:COMMIT CRIME","*","M","","","092600","19900101","99999999","*"
"01","46029","01","182(A)(2)","PC","CONSP:FALSE/ETC INDICTMNT","","F","","","077300","19900101","99999999","*"
"01","46030","01","182(A)(3)","PC","CNSP:FLS MNTN/ETC SUIT/ET","","F","","","077300","19900101","99999999","*"
"01","26596","01","182(A)(4)","PC","CONSPIRACY/DEFRAUD/PROP","*","M","","","092600","18000101","99999999","*"
"01","46031","01","182(A)(4)","PC","CONSPIRE:DEFRAUD/ETC PRSN","","F","","","049600","19900101","99999999","*"
"01","46032","01","182(A)(5)","PC","CONSPRCY:OBST JUSTICE/ETC","","F","","","077300","19900101","99999999","*"
"01","46033","01","182(A)(6)","PC","CONSP:AGAINST EXEC OFICER","","F","","","003900","19900101","99999999","*"
"01","46035","01","182.5","PC","CONSPIRE COMMIT FEL:GANG","","F","","","077300","20000307","99999999","*"
"01","48018","01","185","PC","WEAR MASK UNLAWFL PURPOSE","","M","","","143500","18720101","99999999","*"
"01","47002","01","186.10(A)","PC","MONEY LAUNDERING","","F","","","072700","19870101","99999999","*"
"01","66062","01","186.22(A)","PC","PARTICIPATE:CRIM ST GANG","","F","","","077820","19930101","99999999","*"
"01","66107","01","186.22(A)","PC","PARTICIPATE:CRIME ST GANG","*","M","","","096600","19930101","99999999","*"
"02","66149","01","186.22(B)(1)","PC","PROMOTE/ETC CRIM ST GANG","","F","","","021400","19930101","99999999","*"
"01","66130","01","186.22(D)","PC","CRIM ST GANG:PUB OFF CONV","*","M","","","081610","19930101","99999999","*"
"01","66131","01","186.22(D)","PC","CRIM ST GANG:PUB OFF CONV","","F","","","078090","19930101","99999999","*"
"02","66081","01","186.26(A)","PC","VIOL:GET MIN:CRIM ST GANG","","F","VIL","","078090","19940101","99999999","*"
"01","66128","01","186.26(A)","PC","VIOL SOLICIT CRM ST GANG","","F","VIO","","023900","20000307","99999999","*"
"02","66121","01","186.26(C)","PC","MNR COERC/ETC MNR:ST GANG","*","M","","","103500","19940101","99999999","*"
"01","66126","01","186.26(C)","PC","PHY VIO COERC/ETC ST GANG","","F","","","009400","20000307","99999999","*"
"01","66105","01","186.28(A)","PC","SELL/ETC F/ARM:GANG ACTIV","*","M","","","092500","19930101","99999999","*"
"01","66106","01","186.28(A)","PC","SEL/ETC F/ARM:GANG ACTIVE","","F","","","062020","19930101","99999999","*"
"01","66129","01","186.33(A)","PC","VIOL REG REQ:CRIM ST GANG","","M","","","103500","20000307","99999999","*"
"01","09005","01","187(A)","PC","MURDER","","F","","0","001300","19701123","99999999","*"
"01","09154","01","187(A)","PC","MURDER:FIRST DEGREE","","F","MFD","1","001200","19701123","99999999","*"
