"","AUBURN","29"
"","AUBURN","31"
"","AUBURN LAKE TRAILS","09"
"","AUGUST F. HAW","19"
"","AVALON","19"
"","AVENAL","16"
"","AVERY","05"
"","AVILA BEACH","40"
"","AVON","07"
"","AZUSA","19"
"","B H SPRINGS","49"
"","BADGER","54"
"","BAKER","36"
"","BAKER RANCH","31"
"","BAKERSFIELD","15"
"","BALANCE ROCK","54"
"","BALBOA","30"
"","BALBOA ISLAND","30"
"","BALCH CAMP","10"
"","BALDWIN HILLS","19"
"","BALDWIN PARK","19"
"","BALDY MESA","36"
"","BALLARAT","36"
"","BALLARD","42"
"","BALLICO","24"
"","BANGOR","04"
"","BANNING","33"
"","BANTA","39"
"","BARD","13"
"","BARONA RANCHERIA","33"
"","BARRINGTON","19"
"","BARSTOW","36"
"","BASE LINE","36"
"","BASS LAKE","20"
"","BASSETT","19"
"","BASSETTS","46"
"","BAXTER","31"
"","BAY POINT","07"
"","BAYLISS","11"
"","BAYSIDE","12"
"","BAYWOOD PARK","40"
"","BEACH CENTER","30"
"","BEALE AFB","58"
"","BEALE AIR FORCE BASE","58"
"","BEAR RIVER PINES","29"
"","BEAR VALLEY","02"
"","BEAR VALLEY","05"
"","BEAR VALLEY","15"
"","BEAR VALLEY","22"
"","BEAR VALLEY","37"
"","BEAR VALLEY SPRINGS","15"
"","BEAR VLY SPGS","15"
"","BEAUMONT","33"
"","BECKWOURTH","32"
"","BEL MARIN KEYES","21"
"","BEL TIBURON","21"
"","BELDEN","32"
"","BELL","19"
"","BELL","24"
"","BELL CANYON","19"
"","BELL CANYON","56"
"","BELL GARDENS","19"
"","BELLA VISTA","45"
"","BELLFLOWER","19"
"","BELMONT","41"
"","BELMONT SHORE","19"
"","BELVEDERE","19"
"","BELVEDERE","21"
"","BELVEDERE TIBURON","21"
"","BEN LOMOND","44"
"","BEND","52"
"","BENICIA","48"
"","BENTON","26"
"","BERENDA","20"
"","BERKELEY","01"
"","BERMUDA DUNES","33"
"","BERRY CREEK","04"
"","BETHEL ISLAND","07"
"","BEVERLY HILLS","19"
"","BICENTENNIAL","19"
"","BIEBER","18"
"","BIG BAR","53"
"","BIG BASIN","44"
"","BIG BEAR","36"
"","BIG BEAR CITY","36"
"","BIG BEAR LAKE","36"
"","BIG BEND","45"
"","BIG BEND","49"
"","BIG CREEK","10"
"","BIG OAK FLAT","55"
"","BIG OAK VALLEY","29"
"","BIG OAK VLY","29"
"","BIG PINE","14"
"","BIG RIVER","36"
"","BIG SPRINGS","47"
"","BIG SUR","27"
"","BIGGS","04"
"","BIJOU","09"
"","BIOLA","10"
"","BIRDS LANDING","48"
"","BIRDS LNDG","48"
"","BISHOP","14"
"","BISHOP","26"
"","BIXBY","19"
"","BIXBY KNOLLS","19"
"","BLACK MEADOW LANDING","36"
"","BLACK POINT","21"
"","BLACK STATION","02"
"","BLACKHAWK","07"
"","BLAIRSDEN","32"
"","BLAIRSDEN-GRAEAGLE","32"
"","BLANCHARD","55"
"","BLOCKSBURG","12"
"","BLOOMFIELD","49"
"","BLOOMINGTON","36"
"","BLOSSOM VALLEY","43"
"","BLRSDN-GREAGL","32"
"","BLUE CANYON","31"
"","BLUE JAY","36"
"","BLUE LAKE","12"
"","BLYTHE","33"
"","BLYTHE","36"
"","BOCA","29"
"","BODEGA","49"
"","BODEGA BAY","49"
"","BODFISH","15"
"","BOEING","19"
"","BOLINAS","21"
"","BOMBAY BEACH","13"
"","BONDS CORNER","13"
"","BONITA","37"
"","BONNY DOON","44"
"","BONSALL","37"
"","BOONVILLE","23"
"","BORON","15"
"","BORON","36"
"","BORREGO SPGS","37"
"","BORREGO SPRINGS","37"
"","BOSTON RAVINE","29"
"","BOSTONIA","37"
"","BOULDER CREEK","41"
"","BOULDER CREEK","44"
"","BOULDIN ISLAND","34"
"","BOULEVARD","37"
"","BOUQUET CANYON","19"
"","BOWMAN","31"
"","BOX CANYON","19"
"","BOX SPRINGS","33"
"","BOYES HOT SPG","49"
"","BOYES HOT SPRINGS","49"
"","BOYES SPRINGS","49"
"","BOYLE HEIGHTS","19"
"","BRADBURY","19"
"","BRADLEY","27"
"","BRANDEIS","56"
"","BRANNAN ISLAND","34"
"","BRANSCOMB","23"
"","BRAWLEY","13"
"","BREA","30"
"","BRENTWOOD","07"
"","BRENTWOOD","19"
"","BRICELAND","12"
"","BRIDGEPORT","29"
"","BRIDGEPORT","22"
"","BRIDGEPORT","26"
"","BRIDGEVILLE","53"
"","BRIDGEVILLE","17"
"","BRIDGEVILLE","12"
"","BRIGGS","19"
"","BRIONES","07"
"","BRISBANE","41"
"","BRISTOL","30"
"","BROADMOOR","41"
"","BROADMOOR VLG","41"
"","BROADWAY MANCHESTER","19"
"","BROCKWAY","31"
"","BRODERICK","57"
"","BROOKDALE","44"
"","BROOKHURST CENTER","30"
"","BROOKS","57"
"","BROWNS VALLEY","58"
"","BROWNSVILLE","58"
"","BRUSH CREEK","04"
"","BRYLANE","19"
"","BRYN MAWR","36"
"","BRYTE","57"
"","BUCKHORN","02"
"","BUCKS BAR","09"
"","BUCKS LAKE","32"
"","BUELLTON","42"
"","BUENA PARK","30"
"","BUFFALO HILL","09"
"","BUFFUMS","19"
"","BURBANK","19"
"","BURLINGAME","41"
"","BURNEY","45"
"","BURNT RANCH","53"
"","BURREL","10"
"","BURSON","05"
"","BUTTE CITY","11"
"","BUTTE CREEK","04"
"","BUTTE MEADOWS","04"
"","BUTTE VALLEY","04"
"","BUTTONWILLOW","15"
"","BYRON","07"
"","CA BRM ZIP","34"
"","CABAZON","33"
"","CABRILLO","19"
"","CADIZ","36"
"","CAIRNS CORNER","54"
"","CAJON JUNCTION","36"
"","CAL POLY SLO","40"
"","CALABASAS","19"
"","CALABASAS HILLS","19"
"","CALABASAS HLS","19"
"","CALEXICO","13"
"","CALIENTE","15"
"","CALIF CITY","15"
"","CALIF HOT SPG","54"
"","CALIFORNIA CITY","15"
"","CALIFORNIA CITY","21"
"","CALIFORNIA HOT SPRINGS","54"
"","CALIFORNIA PINES","25"
"","CALIFORNIA VALLEY","40"
"","CALIMESA","33"
"","CALIPATRIA","13"
"","CALISTOGA","28"
"","CALLAHAN","47"
"","CALPELLA","23"
"","CALPINE","46"
"","CALWA","10"
"","CAMANCHE LAKE","03"
"","CAMARILLO","56"
"","CAMBRIA","40"
"","CAMERON PARK","09"
"","CAMINO","09"
"","CAMP CONNELL","05"
"","CAMP MEEKER","49"
"","CAMP NELSON","54"
"","CAMP PENDLETON","37"
"","CAMP RICHARDSON","09"
"","CAMP ROBERTS","40"
"","CAMPBELL","43"
"","CAMPO","37"
"","CAMPO SECO","05"
"","CAMPTONVILLE","58"
"","CANBY","25"
"","CANOGA PARK","19"
"","CANTIL","15"
"","CANTUA CREEK","10"
"","CANYON","07"
"","CANYON CNTRY","19"
"","CANYON COUNTRY","19"
"","CANYON CREST","33"
"","CANYON DAM","32"
"","CANYON LAKE","33"
"","CANYONDAM","32"
"","CAPAY","57"
"","CAPE HORN","31"
"","CAPISTRANO BEACH","30"
"","CAPITOLA","44"
"","CAPO BEACH","30"
"","CARBON CANYON","36"
"","CARBONDALE","03"
"","CARDIFF","37"
"","CARDIFF BY THE SEA","37"
"","CARIBOU","32"
"","CARLOTTA","12"
"","CARLSBAD","37"
"","CARMEL","27"
"","CARMEL BY THE","27"
"","CARMEL BY THE SEA","27"
"","CARMEL HIGHLANDS","27"
"","CARMEL VALLEY","27"
"","CARMEL VALLEY VILLAGE","27"
"","CARMICHAEL","34"
"","CARNELIAN BAY","31"
"","CARPINTERIA","42"
"","CARSON","19"
"","CARTAGO","14"
"","CARUTHERS","10"
"","CASA BLANCA","33"
"","CASITAS SPRINGS","56"
"","CASMALIA","42"
"","CASPAR","23"
"","CASSEL","45"
"","CASTAIC","19"
"","CASTELLA","45"
"","CASTLE AIR FORCE BASE","24"
"","CASTRO VALLEY","01"
"","CASTROVILLE","27"
"","CATALINA","19"
"","CATHEDRAL CITY","33"
"","CATHEDRAL CTY","33"
"","CATHEYS VALLEY","22"
"","CATHEYS VLY","22"
"","CAYUCOS","40"
"","CAZADERO","49"
"","CEDAR FLAT","31"
"","CEDAR GLEN","36"
"","CEDAR GROVE","09"
"","CEDAR PINES PK","36"
"","CEDAR RAVINE","09"
"","CEDAR RIDGE","29"
"","CEDAR RIDGE","55"
"","CEDARPINES PARK","36"
"","CEDARPINES PK","36"
"","CEDARVILLE","25"
"","CENTERVILLE","01"
"","CENTERVILLE","04"
"","CENTERVILLE","10"
"","CENTRAL VALLEY","45"
"","CENTRAL VLY","45"
"","CENTURY CITY","19"
"","CERES","50"
"","CERRITOS","19"
"","CHALFANT","14"
"","CHALFANT VALLEY","14"
"","CHALFANT VALLEY","26"
"","CHALFANT VLY","14"
"","CHALFANT VLY","26"
"","CHALLENGE","58"
"","CHAPMANTOWN","04"
"","CHARTER OAK","19"
"","CHATSWORTH","19"
"","CHATSWORTH","56"
"","CHEMEHUEVI","36"
"","CHEMEHUEVI VALLEY","36"
"","CHEROKEE","04"
"","CHEROKEE","29"
"","CHERRY VALLEY","33"
"","CHESTER","32"
"","CHICAGO PARK","29"
"","CHICO","04"
"","CHILCOOT","32"
"","CHINA LAKE","15"
"","CHINA LAKE NWC","15"
"","CHINESE CAMP","55"
"","CHINO","36"
"","CHINO HILLS","36"
"","CHIRIACO SMT","33"
"","CHIRIACO SUMMIT","33"
"","CHOLAME","40"
"","CHOWCHILLA","20"
"","CHRISTIAN VALLEY","31"
"","CHUALAR","27"
"","CHULA VISTA","37"
"","CIMA","36"
"","CIMARRON","19"
"","CISCO","29"
"","CISCO","31"
"","CITIBANK","19"
"","CITRUS HEIGHTS","34"
"","CITRUS HTS","34"
"","CITY INDUSTRY","19"
"","CITY NATIONAL BANK","19"
"","CITY OF COMMERCE","19"
"","CITY OF INDUSTRY","19"
"","CITY OF SHASTA LAKE","45"
"","CITY RANCH","19"
"","CITY TERRACE","19"
"","CLAREMONT","19"
"","CLARKSBURG","57"
"","CLAY","34"
"","CLAYTON","07"
"","CLEAR CREEK","18"
"","CLEAR CREEK","32"
"","CLEAR CREEK","47"
"","CLEARLAKE","17"
"","CLEARLAKE HIGHLANDS","17"
"","CLEARLAKE OAKS","17"
"","CLEARLAKE OKS","17"
"","CLEARLAKE PARK","17"
"","CLEARLAKE PK","17"
"","CLEMENTS","39"
"","CLEONE","23"
"","CLIFTON","19"
"","CLINTON","03"
"","CLIO","32"
"","CLIPPER GAP","31"
"","CLIPPER MILLS","04"
"","CLOVERDALE","49"
"","CLOVIS","10"
"","CLYDE","07"
"","COACHELLA","33"
"","COALINGA","10"
"","COALINGA","27"
"","COARSEGOLD","20"
"","COBB","17"
"","CODORA","06"
"","COHASSET","04"
"","COLD SPRINGS","55"
"","COLEVILLE","26"
"","COLFAX","31"
"","COLLEGE CITY","06"
"","COLMA","41"
"","COLOMA","09"
"","COLTON","33"
"","COLTON","36"
"","COLUMBIA","55"
"","COLUSA","06"
"","COMMERCE","19"
"","COMMONWEALTH","30"
"","COMPTCHE","23"
"","COMPTON","19"
"","CONCORD","07"
"","CONEJO","10"
"","COOL","09"
"","COPPEROPOLIS","05"
"","CORCORAN","16"
"","CORCORAN","54"
"","CORDELIA","48"
"","CORNELL","19"
"","CORNING","52"
"","CORONA","33"
"","CORONA DEL MAR","30"
"","CORONA DL MAR","30"
"","CORONADO","37"
"","CORRAL DE TIE","27"
"","CORRAL DE TIERRA","27"
"","CORRALITOS","44"
"","CORTE MADERA","21"
"","COSTA MESA","30"
"","COTATI","49"
"","COTO DE CAZA","30"
"","COTTONWOOD","45"
"","COTTONWOOD","52"
"","COULTERVILLE","22"
"","COULTERVILLE","55"
"","COURTLAND","34"
"","COVELO","23"
"","COVINA","19"
"","COWAN HEIGHTS","30"
"","COWELL","07"
"","COYOTE","43"
"","CRAFTON HILLS","36"
"","CRENSHAW","19"
"","CRESCENT CITY","08"
"","CRESCENT MILLS","32"
"","CRESCENT MLS","32"
"","CRESSEY","24"
"","CREST","37"
"","CREST PARK","36"
"","CRESTLINE","36"
"","CRESTMORE","36"
"","CRESTON","40"
"","CROCKETT","07"
"","CROMBERG","32"
"","CROWLEY LAKE","26"
"","CROWS LANDING","50"
"","CRYSTAL SPRINGS","02"
"","CRYSTALAIRE","19"
"","CTY OF CMMRCE","19"
"","CUCAMONGA","36"
"","CUDAHY","19"
"","CULVER CITY","19"
"","CUPERTINO","43"
"","CUTLER","54"
"","CUTTEN","12"
"","CUYAMA","42"
"","CYPRESS","30"
"","DAGGETT","36"
"","DAIRYVILLE","52"
"","DALY CITY","41"
"","DANA POINT","30"
"","DANVILLE","07"
"","DARDANELLE","55"
"","DARWIN","14"
"","DAVENPORT","44"
"","DAVIS","57"
"","DAVIS CREEK","25"
"","DAYTON","04"
"","DEATH VALLEY","14"
"","DEATH VALLEY JCT","14"
"","DEATH VALLEY JUNCTION","14"
"","DECOTO","01"
"","DEER PARK","09"
"","DEER PARK","28"
"","DEL MAR","37"
"","DEL MONTE PARK","27"
"","DEL PASO HEIGHTS","34"
"","DEL REY","10"
"","DEL REY OAKS","27"
"","DEL ROSA","36"
"","DEL SUR","19"
"","DEL VALLE FINANCE","19"
"","DELANO","15"
"","DELANO","54"
"","DELHI","24"
"","DELLEKER","32"
"","DELTA","45"
"","DENAIR","50"
"","DESCANSO","37"
"","DESERT CENTER","33"
"","DESERT EDGE","33"
"","DESERT HOT SPRINGS","33"
"","DESERT LAKE","15"
"","DESERT SHORES","13"
"","DESERT SHORES","33"
"","DEVORE","36"
"","DEVORE HEIGHTS","36"
"","DEVORE HGHTS","36"
"","DI GIORGIO","15"
"","DIABLO","07"
"","DIAMOND","30"
"","DIAMOND BAR","19"
"","DIAMOND SPGS","09"
"","DIAMOND SPRINGS","09"
"","DILLON BEACH","21"
"","DINUBA","10"
"","DINUBA","54"
"","DISCOVERY BAY","07"
"","DIXON","48"
"","DIXON","57"
"","DOBBINS","58"
"","DOCKWEILER","19"
"","DOLOMITE","14"
"","DOMINGUEZ","19"
"","DOMINGUEZ HILLS","19"
"","DONNER","29"
"","DONNER LAKE","29"
"","DORRINGTON","05"
"","DORRIS","47"
"","DOS PALOS","10"
"","DOS PALOS","24"
"","DOS RIOS","23"
"","DOS VIENTOS RANCH","56"
"","DOUGLAS CITY","53"
"","DOUGLAS FLAT","05"
"","DOVE CANYON","30"
"","DOWNEY","19"
"","DOWNIEVILLE","46"
"","DOWTOWN CARRIER ANNEX","19"
"","DOYLE","18"
"","DRYTOWN","03"
"","DSRT HOT SPGS","33"
"","DUARTE","19"
"","DUBLIN","01"
"","DUCOR","54"
"","DULZURA","37"
"","DUNCANS MILLS","49"
"","DUNLAP","10"
"","DUNNIGAN","57"
"","DUNSMUIR","47"
"","DURHAM","04"
"","DUSTIN ACRES","15"
"","DUTCH FLAT","31"
"","E PALO ALTO","41"
"","E PALO ALTO","43"
"","E RNCHO DMNGZ","19"
"","EAGLE MOUNTAIN","33"
"","EAGLE MTN","33"
"","EAGLE ROCK","19"
"","EAGLE TREE","34"
"","EAGLEVILLE","25"
"","EARLIMART","54"
"","EARP","36"
"","EAST COMPTON","19"
"","EAST GRIDLEY","04"
"","EAST HIGHLANDS","36"
"","EAST IRVINE","30"
"","EAST LONG BEACH","19"
"","EAST LOS ANGELES","19"
"","EAST NICOLAUS","19"
"","EAST NICOLAUS","51"
"","EAST OROSI","54"
"","EAST PALMDALE","19"
"","EAST PALO ALTO","41"
"","EAST PALO ALTO","43"
"","EAST QUINCY","32"
"","EAST RANCHO DOMINGUEZ","19"
"","EASTMAN","19"
"","EASTON","10"
"","EASTVALE","33"
"","ECHO LAKE","09"
"","ECHO PARK","19"
"","EDEN VALLEY","31"
"","EDENDALE","19"
"","EDGEMONT","33"
"","EDGEWOOD","47"
"","EDISON","15"
"","EDWARD","15"
"","EDWARDS","15"
"","EDWARDS AIR FORCE BASE","15"
"","EIGHT MILE HOUSE","09"
"","EL CAJON","37"
"","EL CENTRO","13"
"","EL CERRITO","07"
"","EL CERRITO","33"
"","EL DORADO","09"
"","EL DORADO HILLS","09"
"","EL DORADO HLS","09"
"","EL GRANADA","41"
"","EL MACERO","57"
"","EL MIRAGE","36"
"","EL MONTE","19"
"","EL NIDO","24"
"","EL PORTAL","22"
"","EL RIO","56"
"","EL SEGUNDO","19"
"","EL SERENO","19"
"","EL SERENO CAR","19"
"","EL SOBRANTE","07"
"","EL TORO","30"
"","EL VERANO","49"
"","ELDERWOOD","54"
"","ELDRIDGE","49"
"","ELIZABETH LAKE","19"
"","ELIZABETH LK","19"
"","ELK","23"
"","ELK CREEK","11"
"","ELK GROVE","34"
"","ELK RIVER","12"
"","ELMIRA","48"
"","ELSINORE","33"
"","ELVERTA","34"
"","EMERALD HILLS","41"
"","EMERYVILLE","01"
"","EMIGRANT GAP","31"
"","EMIGRANT TRAIL","02"
"","EMPIRE","50"
"","ENCINITAS","37"
"","ENCINO","19"
"","ERWIN LAKE","36"
"","ESCALON","39"
"","ESCONDIDO","37"
"","ESPARTO","57"
"","ESSEX","36"
"","EST LS ANGLS","19"
"","ETIWANDA","36"
"","ETNA","47"
"","EUGENE","50"
"","EUREKA","12"
"","EVERGREEN","43"
"","EXETER","54"
"","FAIR OAKS","34"
"","FAIR OAKS","39"
"","FAIR OAKS RANCH","19"
"","FAIR PLAY","09"
"","FAIRFAX","21"
"","FAIRFIELD","28"
"","FAIRFIELD","48"
"","FAIRMEAD","20"
"","FAIRMONT","07"
"","FAIRMONT","19"
"","FALL RIVER MILLS","45"
"","FALLBROOK","37"
"","FALLEN LEAF","09"
"","FALLON","21"
"","FALLON","49"
"","FALLSVALE","36"
"","FAR","19"
"","FARMERSVILLE","54"
"","FARMINGTON","39"
"","FAWNSKIN","36"
"","FEATHER FALLS","04"
"","FEDERAL","19"
"","FEDERAL","30"
"","FELICITY","13"
"","FELLOWS","15"
"","FELTON","44"
"","FERNDALE","12"
"","FETTERS HOT SPRINGS","49"
"","FIDDLETOWN","03"
"","FIDDLETOWN","09"
"","FIELDBROOK","12"
"","FIELDS LANDING","12"
"","FIELDS LDG","12"
"","FILLMORE","56"
"","FINLEY","17"
"","FIREBAUGH","10"
"","FIREBAUGH","20"
"","FIRESTONE PARK","19"
"","FIRESTONE PK","19"
"","FISH CAMP","20"
"","FISH CAMP","22"
"","FIVE MILE TERRACE","09"
"","FIVE POINTS","10"
"","FL RIVER MLS","45"
"","FLICK POINT","31"
"","FLINT","19"
"","FLINTRIDGE","19"
"","FLORENCE","19"
"","FLORISTON","29"
"","FLOURNOY","52"
"","FOLSOM","09"
"","FOLSOM","34"
"","FONTANA","36"
"","FOOTHILL RANCH","30"
"","FOOTHILL RANCH","36"
"","FOOTHILL RNCH","30"
"","FORBESTOWN","04"
"","FORBESTOWN","58"
"","FOREST CITY","46"
"","FOREST FALLS","36"
"","FOREST KNOLLS","21"
"","FOREST RANCH","04"
"","FORESTHILL","31"
"","FORESTVILLE","49"
"","FORKS OF SALMON","47"
"","FORT BIDWELL","25"
"","FORT BRAGG","23"
"","FORT DICK","08"
"","FORT HUNTER LIGGETT","27"
"","FORT IRWIN","36"
"","FORT JONES","47"
"","FORT MACARTHUR","19"
"","FORT ORD","27"
"","FORT ROSS","49"
"","FORTUNA","12"
"","FOSTER CITY","41"
"","FOUNTAIN VALLEY","30"
"","FOUNTAIN VLY","30"
"","FOUR CORNERS","15"
"","FOUTS SPRINGS","06"
"","FOWLER","10"
"","FOY","19"
"","FRANKLIN","34"
"","FRAZIER PARK","15"
"","FRAZIER PARK","56"
"","FREDRICKSBURG","02"
"","FREEDOM","44"
"","FREEMONT","57"
"","FREESTONE","49"
"","FREMONT","01"
"","FREMONT VALLEY","15"
"","FRENCH CAMP","39"
"","FRENCH CORRAL","29"
"","FRENCH CORRAL","58"
"","FRENCH GULCH","45"
"","FRESH POND","09"
"","FRESNO","10"
"","FRIANT","10"
"","FRIENDLY VALLEY","19"
"","FRK OF SALMON","47"
"","FRS","10"
"","FRUITRIDGE","34"
"","FRUTO","11"
"","FT H LIGGETT","27"
"","FULLERTON","30"
"","FULTON","49"
"","FULTON ACRES","31"
"","GALT","34"
"","GALT","39"
"","GANSER BAR","32"
"","GARBERVILLE","12"
"","GARDEN GROVE","30"
"","GARDEN VALLEY","09"
"","GARDENA","19"
"","GARDENLAND","34"
"","GAREY","42"
"","GARLOCK","15"
"","GASQUET","08"
"","GAVIOTA","42"
"","GAZELLE","47"
"","GENESEE","32"
"","GEORGETOWN","09"
"","GERBER","52"
"","GEYSERVILLE","49"
"","GILMAN HOT SPRINGS","33"
"","GILROY","43"
"","GLASSELL","19"
"","GLASSELL PARK","19"
"","GLEN AVON","33"
"","GLEN ELLEN","49"
"","GLENBROOK HEIGHTS","29"
"","GLENCOE","05"
"","GLENDALE","19"
"","GLENDORA","19"
"","GLENHAVEN","17"
"","GLENN","11"
"","GLENNVILLE","15"
"","GLENSHIRE","29"
"","GLMN HOT SPGS","33"
"","GOFFS","36"
"","GOLD HILL","09"
"","GOLD RIVER","34"
"","GOLD RUN","31"
"","GOLDEN HILLS","15"
"","GOLDEN VALLEY","19"
"","GOLETA","42"
"","GONZALES","27"
"","GOODYEARS BAR","46"
"","GORDA","27"
"","GORMAN","15"
"","GORMAN","19"
"","GOSHEN","54"
"","GRAEAGLE","32"
"","GRANADA HILLS","19"
"","GRAND ISLAND","34"
"","GRAND TERRACE","36"
"","GRANITE BAY","31"
"","GRANITE BAY","34"
"","GRANITEVILLE","29"
"","GRANT GROVE","54"
"","GRASS VALLEY","29"
"","GRATON","49"
"","GRAYSON","50"
"","GREELEY HILL","22"
"","GREELEY HILL","55"
"","GREEN","19"
"","GREEN VALLEY","19"
"","GREEN VALLEY LAKE","36"
"","GREEN VLY LK","36"
"","GREENBRAE","21"
"","GREENFIELD","15"
"","GREENFIELD","27"
"","GREENMEAD","19"
"","GREENVIEW","47"
"","GREENVILLE","01"
"","GREENVILLE","30"
"","GREENVILLE","32"
"","GREENWOOD","09"
"","GRENADA","47"
"","GRIDLEY","04"
"","GRIFFITH","19"
"","GRIMES","06"
"","GRINDSTONE CREEK RANCHERIA","11"
"","GRIZZLY FLAT","09"
"","GRIZZLY FLATS","09"
"","GROVELAND","22"
"","GROVELAND","55"
"","GROVER BEACH","40"
"","GROVER CITY","40"
"","GUADALUPE","42"
"","GUALALA","23"
"","GUASTI","36"
"","GUATAY","37"
"","GUERNEVILLE","49"
"","GUERNEWOOD","49"
"","GUINDA","57"
"","GUSTINE","24"
"","HACIENDA HEIGHTS","19"
"","HACIENDA HTS","19"
"","HALCYON","40"
"","HALF MOON BAY","41"
"","HALLWOOD","58"
"","HAMILTON CITY","11"
"","HAMMIL VALLEY","14"
"","HAMMONTON","58"
"","HAMS STATION","02"
"","HANCOCK","19"
"","HANFORD","16"
"","HANSEN HILLS","19"
"","HAPPY CAMP","47"
"","HARBOR CITY","19"
"","HARMONY","40"
"","HAT CREEK","45"
"","HATHAWAY PINES","05"
"","HATHAWAY PNES","05"
"","HAVASU LAKE","36"
"","HAVILAH","15"
"","HAWAIIAN GARDENS","19"
"","HAWAIIAN GDNS","19"
"","HAWTHORNE","19"
"","HAYFORK","53"
"","HAYWARD","01"
"","HAZARD","19"
"","HEALDSBURG","49"
"","HEATHER GLEN","31"
"","HEBER","13"
"","HELENA","53"
"","HELENDALE","36"
"","HELM","10"
"","HEMET","33"
"","HENDERSON","12"
"","HENDERSON","39"
"","HERALD","34"
"","HERCULES","07"
"","HERITAGE RANCH","40"
"","HERITAGE RNCH","40"
"","HERLONG","18"
"","HERMOSA BEACH","19"
"","HERNDON","10"
"","HESPERIA","36"
"","HI VISTA","19"
"","HICKMAN","50"
"","HIDDEN HILLS","19"
"","HIDDEN VALLEY","56"
"","HIDDEN VALLEY LAKE","17"
"","HIDDEN VL LK","17"
"","HIGHGROVE","33"
"","HIGHLAND","36"
"","HIGHLAND PARK","15"
"","HIGHLAND PARK","19"
"","HIGHLANDS","01"
"","HIGHWAY CITY","10"
"","HILLS FLAT","29"
"","HILLSBOROUGH","41"
"","HILLTOP MALL","07"
"","HILMAR","24"
"","HILT","47"
"","HINKLEY","36"
"","HOBART MILLS","29"
"","HODGE","36"
"","HOLCOMB VILLAGE","33"
"","HOLLISTER","35"
"","HOLLISTER","43"
"","HOLLY PARK","19"
"","HOLLYDALE","19"
"","HOLLYGLEN","19"
"","HOLLYWOOD","19"
"","HOLMES","12"
"","HOLT","39"
"","HOLTVILLE","13"
"","HOLY CITY","43"
"","HOME GARDENS","19"
"","HOME GARDENS","33"
"","HOMELAND","33"
"","HOMEWOOD","31"
"","HONCUT","04"
"","HONEYDEW","12"
"","HOOD","34"
"","HOOPA","12"
"","HOPE VALLEY","02"
"","HOPLAND","23"
"","HORNBROOK","47"
"","HORNITOS","22"
"","HORSE CREEK","47"
"","HOWARD LANDING","34"
"","HUGHSON","50"
"","HUME","10"
"","HUNTINGTN BCH","30"
"","HUNTINGTON","30"
"","HUNTINGTON BEACH","30"
"","HUNTINGTON PARK","19"
"","HUNTINGTON PK","19"
"","HURLETON","04"
"","HURON","10"
